Index,Campaign Period Sales,Buy,Historical Sales Volume,Number of Prior Year Transactions,Number of Transactions,Purchase Breadth,Customer_engagement_days,Days_since_last_transaction,Customer_engagement_length,Language_group,Repurchase Method,Last Transaction Channel,Number of Employees,Service Level,Do No Disturb,Email Available,Desk,Executive Chair,Standard Chair,Monitor,Printer,Computer,Insurance,Toner,Office Supplies
3277,0,0,40366.28571,18,18,1,12674,1998,Mid-term,English,NOTICE,PHONE,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3278,0,0,824970.1333,23,23,2,9186,3285,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3279,0,0,28238.08,1,1,1,6991,3706,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3280,386.5714286,1,378840,7,7,1,16630,3697,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3281,375.2190476,1,810473.1429,16,16,1,17787,3615,Long-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3282,258.2095238,1,599562.5143,18,18,2,10025,2777,Mid-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3283,0,0,126476.8,7,7,1,9356,3624,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3284,0,0,337027.04,17,17,1,10373,2797,Mid-term,English,NOTICE,BRANCH (POS),51-100,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3285,181.844,1,523710.72,20,20,1,9613,2359,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3286,174.7866667,1,176184.96,18,18,1,10025,2716,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3287,0,0,851025.4933,16,16,2,5896,3424,Short-term,English,NOTICE,MAIL,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3288,0,0,252761.6,21,21,1,8441,3127,Mid-term,English,NOTICE,WEB,11-50,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3289,0,0,953092.8,21,21,1,9295,3390,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3290,0,0,1435957.2,18,18,2,4566,3854,Short-term,English,NOTICE,MAIL,51-100,Standard,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3291,0,0,178416.381,16,16,1,11227,2486,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3292,0,0,727872,17,17,1,8639,3666,Mid-term,English,NOTICE,MAIL,11-50,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3293,0,0,279968,20,20,1,10786,2213,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3294,0,0,407448.381,22,22,1,4666,2215,Short-term,English,NOTICE,WEB,6-10,Standard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3295,0,0,77192.26667,1,1,0,2987,3966,Short-term,English,AUTO RENEW,AUTO RENEW,51-100,Standard,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3296,0,0,529118.3333,7,7,0,12445,3254,Mid-term,English,NOTICE,WEB,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3297,0,0,321388.8,19,19,3,9112,1648,Mid-term,English,NOTICE,MAIL,51-100,Premier,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3298,0,0,346681.6,19,19,1,10647,2094,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3299,159.208,1,164939.488,7,7,1,10939,3255,Mid-term,English,NOTICE,BRANCH (POS),1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3300,0,0,125617.1429,19,19,3,9356,3295,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3301,0,0,201221.9733,11,11,3,5342,2727,Short-term,English,NOTICE,WEB,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
3302,0,0,138820,10,10,1,11469,2218,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3303,230.608,1,446918.304,19,19,4,9660,2894,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
3304,0,0,796915.392,21,21,1,8686,3856,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3305,0,0,5674942.4,24,24,1,8455,6760,Mid-term,English,NOTICE,MAIL,101-500,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3306,0,0,128773.32,5,5,1,11349,2396,Mid-term,Unknown,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3307,119.76,1,262992.96,18,18,1,19047,2153,Long-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3308,526.252381,1,129984.3381,19,19,0,2087,3247,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3309,202.3733333,1,459792.2133,16,16,1,7620,2998,Mid-term,English,NOTICE,WEB,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3310,321.0285714,1,433388.5714,15,15,1,15061,3227,Long-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3311,0,0,182777.088,2,2,2,10100,3425,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3312,0,0,200808,18,18,0,8806,2830,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3313,0,0,349354.6667,23,23,1,10984,2287,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3314,0,0,519336.4,21,21,2,12200,2279,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3315,306.247619,1,93711.77143,17,17,1,16477,3121,Long-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3316,346.7809524,1,1005664.762,20,20,1,5752,3412,Short-term,English,NOTICE,WEB,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3317,0,0,522107.3333,10,10,1,9004,3201,Mid-term,English,NOTICE,MAIL,101-500,Standard,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3318,3695.333333,1,2095254,7,7,3,9796,3953,Mid-term,English,AUTO RENEW,AUTO RENEW,500+,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
3319,0,0,142064.64,18,18,1,14848,3451,Long-term,English,NOTICE,MAIL,1-5,Standard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3320,0,0,255589.6571,15,15,1,11592,3689,Mid-term,Asian,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3321,0,0,334229.1429,18,18,0,9964,2241,Mid-term,English,NOTICE,MAIL,6-10,Standard,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3322,0,0,599414.0952,22,22,2,11165,2246,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3323,0,0,1017978,15,15,1,4245,2708,Short-term,English,NOTICE,MAIL,101-500,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3324,0,0,496936.5333,10,10,1,11714,3304,Mid-term,English,NOTICE,WEB,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3325,0,0,429266.1333,14,14,2,10892,3169,Mid-term,English,NOTICE,WEB,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3326,0,0,595693.4286,19,19,2,10953,2880,Mid-term,English,NOTICE,MAIL,6-10,Premier,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3327,0,0,810990.5143,18,18,1,9537,4526,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3328,0,0,229133.3893,17,17,1,14240,2511,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3329,0,0,33134.35714,1,1,0,9096,2845,Mid-term,Unknown,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3330,0,0,237139.2,16,16,1,8455,2246,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3331,0,0,700719.9086,18,18,1,8578,3866,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3332,0,0,108040,20,20,1,14909,2033,Long-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3333,0,0,845584.4571,18,18,1,1183,4327,Short-term,English,NOTICE,PHONE,6-10,Standard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3334,0,0,98920,20,20,1,7037,2952,Mid-term,English,NOTICE,MAIL,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3335,0,0,5571636.616,26,26,2,5019,2887,Short-term,English,AUTO RENEW,BRANCH (POS),500+,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3336,374.6666667,1,638432,24,24,2,3365,3611,Short-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3337,0,0,553802.2286,19,19,1,9492,2387,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3338,309.1619048,1,575041.1429,15,15,1,9551,3142,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3339,0,0,285925.4667,20,20,1,9339,2659,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3340,0,0,847728,14,14,1,8214,2993,Mid-term,English,NOTICE,MAIL,51-100,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3341,0,0,1761240,20,20,0,12445,2776,Mid-term,English,NOTICE,MAIL,500+,Standard,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3342,0,0,1107412.114,22,22,2,10725,3432,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3343,0,0,41207.04,21,21,1,11742,2601,Mid-term,English,NOTICE,BRANCH (PHONE),1-5,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3344,0,0,536916.3429,18,18,1,10546,3022,Mid-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3345,0,0,93888,3,3,1,2264,3596,Short-term,English,NOTICE,MAIL,11-50,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3346,0,0,197331.36,9,9,1,8898,2443,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3347,0,0,14374.88,3,3,1,13661,2813,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3348,0,0,376893.5238,22,22,1,11957,2142,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3349,0,0,504744.5,19,19,1,8503,2600,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3350,0,0,828169.68,15,15,1,11349,3454,Mid-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3351,0,0,124597.9429,16,16,1,12034,6000,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3352,0,0,1408694.56,20,20,1,5899,3909,Short-term,English,AUTO RENEW,AUTO RENEW,11-50,Premier,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3353,0,0,6364849.92,22,22,1,9537,5673,Mid-term,English,AUTO RENEW,AUTO RENEW,500+,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3354,0,0,186096.1143,26,26,2,8578,2481,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3355,0,0,981868.8,18,18,1,9065,3465,Mid-term,English,NOTICE,MAIL,500+,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3356,87.14533333,1,47058.48,20,20,1,15640,2201,Long-term,English,NOTICE,BRANCH (POS),1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3357,0,0,277924.4,19,19,2,3980,1694,Short-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3358,0,0,163418.0952,19,19,2,9492,2159,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3359,1938.8,1,4071480,21,21,2,2983,2911,Short-term,English,NOTICE,WEB,500+,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3360,0,0,370828.8,18,18,1,11669,2098,Mid-term,English,NOTICE,MAIL,11-50,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3361,0,0,4035174,22,22,1,11213,4136,Mid-term,English,NOTICE,MAIL,101-500,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3362,173.212,1,342266.912,19,19,1,18668,2291,Long-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3363,0,0,159663.0933,17,17,1,20023,3112,Long-term,English,NOTICE,BRANCH (POS),6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3364,0,0,86812.6,7,7,1,7927,3078,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3365,0,0,393904,21,21,1,10939,4287,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3366,118.1466667,1,85065.6,15,15,1,18609,2136,Long-term,English,NOTICE,WEB,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3367,125.0133333,1,297531.7333,17,17,1,15657,2206,Long-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3368,0,0,519095.2381,20,20,1,10817,2414,Mid-term,English,NOTICE,MAIL,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3369,0,0,377594.88,16,16,1,1163,3059,Short-term,English,AUTO RENEW,PHONE,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3370,0,0,323101.44,18,18,1,11804,3479,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3371,0,0,3724954.376,22,22,2,9492,4171,Mid-term,English,AUTO RENEW,AUTO RENEW,51-100,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3372,0,0,2530987.467,19,19,1,8747,3891,Mid-term,English,NOTICE,MAIL,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3373,0,0,688205,21,21,1,9735,3610,Mid-term,English,NOTICE,MAIL,51-100,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3374,206.7173333,1,351419.4667,17,17,1,15701,2554,Long-term,English,AUTO RENEW,AUTO RENEW,1-5,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3375,0,0,516847.7143,15,15,1,10253,2841,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3376,30.38095238,1,9235.809524,4,4,0,6787,1101,Mid-term,English,NOTICE,WEB,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3377,0,0,221447.8933,16,16,2,11881,2177,Mid-term,Unknown,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3378,0,0,259821.44,4,4,3,9096,2837,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
3379,286.0533333,1,953987.8667,23,23,2,12445,2391,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3380,1752.133333,1,1822218.667,26,26,1,9902,4514,Mid-term,English,NOTICE,MAIL,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3381,0,0,845593,4,4,0,16309,3282,Long-term,English,NOTICE,WEB,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3382,0,0,1531579.84,28,28,2,10953,2941,Mid-term,English,NOTICE,WEB,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
3383,0,0,561475.6992,18,18,2,5688,3307,Short-term,English,AUTO RENEW,WEB,1-5,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3384,290.8533333,1,264385.68,9,9,1,11227,2530,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3385,123.0266667,1,262784.96,24,24,3,6577,2186,Mid-term,European,NOTICE,BRANCH (POS),6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
3386,188.7085714,1,178329.6,7,7,2,4685,2053,Short-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3387,0,0,373173.8573,19,19,1,14087,2458,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3388,208.3809524,1,187542.8571,30,30,1,10222,2420,Mid-term,English,NOTICE,WEB,6-10,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3389,0,0,683423.6389,22,22,2,13814,1968,Mid-term,English,AUTO RENEW,AUTO RENEW,6-10,Premier,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3390,0,0,552561.9048,25,25,1,3978,2145,Short-term,English,NOTICE,AUTO RENEW,6-10,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3391,0,0,297638.4,23,23,1,8670,2399,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3392,0,0,842438.4,18,18,1,12674,3080,Mid-term,English,NOTICE,WEB,51-100,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3393,0,0,526789.12,20,20,1,8455,3087,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3394,0,0,540333.7143,16,16,2,6977,3068,Mid-term,English,NOTICE,MAIL,6-10,Standard,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3395,0,0,159631.68,13,13,2,11349,2672,Mid-term,English,NOTICE,MAIL,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
3396,0,0,381571.2,9,9,0,11425,4543,Mid-term,English,NOTICE,WEB,11-50,Standard,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
3397,0,0,974146.784,17,17,1,11987,4196,Mid-term,English,AUTO RENEW,AUTO RENEW,1-5,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3398,162.88,1,454923.84,19,19,2,19323,1899,Long-term,English,NOTICE,MAIL,6-10,Premier,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3399,0,0,77418,15,15,1,5402,1887,Short-term,English,NOTICE,MAIL,51-100,Standard,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3400,723.1333333,1,1548951.6,18,18,3,7131,2407,Mid-term,English,NOTICE,MAIL,101-500,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
3401,0,0,633524.8533,19,19,1,11957,2325,Mid-term,English,NOTICE,MAIL,11-50,Premier,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3402,0,0,165568,16,16,2,8533,1470,Mid-term,English,NOTICE,MAIL,51-100,Premier,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3403,362.496,1,81561.6,15,15,2,21256,2473,Long-term,English,NOTICE,MAIL,11-50,Standard,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
